duplicate_type,duplicate_key,duplicate_count,sample_row_number,sample_ref_number,sample_recipient_legal_name,sample_recipient_city,sample_recipient_postal_code,sample_agreement_start_date,sample_agreement_value
org_city_postal,org=Toner Farms Limited|Toner Farms Limited|city=Grand Falls|Grand Falls|postal=E3Z 2R5,2,34015,276-2016-2017-Q1-00361,Toner Farms Limited|Toner Farms Limited,Grand Falls|Grand Falls,E3Z 2R5,2016-04-28,57500
org_city_postal,org=Stockford Reefer Services Inc.|Stockford Reefer Services Inc.|city=Belleville|Belleville|postal=E7M5X6,2,34020,276-2016-2017-Q1-00366,Stockford Reefer Services Inc.|Stockford Reefer Services Inc.,Belleville|Belleville,E7M5X6,2016-06-07,500000
org_city_postal,org=FoodTender Solutions Inc.|FoodTender Solutions Inc.|city=Moncton|Moncton|postal=E1C 1G2,2,34039,276-2016-2017-Q1-00385,FoodTender Solutions Inc.|FoodTender Solutions Inc.,Moncton|Moncton,E1C 1G2,2016-06-13,45000
org_city_postal,org=Village of Charlo|Village of Charlo|city=Charlo|Charlo|postal=E8E 2G6,2,34040,276-2016-2017-Q2-00424,Village of Charlo|Village of Charlo,Charlo|Charlo,E8E 2G6,2016-08-19,6500
org_city_postal,org=Baddeck Curling Club Society|Baddeck Curling Club Society|city=Baddeck|Baddeck|postal=B0E 1B0,2,34077,276-2016-2017-Q1-00421,Baddeck Curling Club Society|Baddeck Curling Club Society,Baddeck|Baddeck,B0E 1B0,2016-05-09,30498
org_city_postal,"org=Little Bay Heritage Centre, Inc.|Little Bay Heritage Centre, Inc.|city=Little Bay|Little Bay|postal=A0E 2H0",2,34154,276-2016-2017-Q2-00062,"Little Bay Heritage Centre, Inc.|Little Bay Heritage Centre, Inc.",Little Bay|Little Bay,A0E 2H0,2016-09-07,9250
org_city_postal,org=Turks Gut Heritage Conservation Inc.|Turks Gut Heritage Conservation Inc.|city=Marysvale|Marysvale|postal=A0A 2Z0,2,34156,276-2016-2017-Q2-00064,Turks Gut Heritage Conservation Inc.|Turks Gut Heritage Conservation Inc.,Marysvale|Marysvale,A0A 2Z0,2016-08-05,8350
org_city_postal,org=Town of Logy Bay-Middle Cove-Outer Cove|Town of Logy Bay-Middle Cove-Outer Cove|city=Logy Bay|Logy Bay|postal=A1K 3B5,2,34158,276-2016-2017-Q2-00066,Town of Logy Bay-Middle Cove-Outer Cove|Town of Logy Bay-Middle Cove-Outer Cove,Logy Bay|Logy Bay,A1K 3B5,2016-08-09,68735
org_city_postal,org=The Lion Max Simms Memorial Camp Foundation|The Lion Max Simms Memorial Camp Foundation|city=Bishop's Falls|Bishop's Falls|postal=A0H 1C0,2,34159,276-2016-2017-Q2-00067,The Lion Max Simms Memorial Camp Foundation|The Lion Max Simms Memorial Camp Foundation,Bishop's Falls|Bishop's Falls,A0H 1C0,2016-08-30,100250
org_city_postal,org=The Nexxbar Equipment Inc.|The Nexxbar Equipment Inc.|city=Mount Pearl|Mount Pearl|postal=A1N 5K9,2,34202,276-2016-2017-Q2-00110,The Nexxbar Equipment Inc.|The Nexxbar Equipment Inc.,Mount Pearl|Mount Pearl,A1N 5K9,2016-08-05,7500
org_city_postal,org=North Atlantic Aquaponics Ltd.|North Atlantic Aquaponics Ltd.|city=Stephenville|Stephenville|postal=A2N 2Y7,2,34207,276-2016-2017-Q2-00115,North Atlantic Aquaponics Ltd.|North Atlantic Aquaponics Ltd.,Stephenville|Stephenville,A2N 2Y7,2016-08-16,26250
org_city_postal,org=Pioneer Enterprises Limited|Pioneer Enterprises Limited|city=Mount Pearl|Mount Pearl|postal=A1N 4S8,2,34210,276-2016-2017-Q2-00119,Pioneer Enterprises Limited|Pioneer Enterprises Limited,Mount Pearl|Mount Pearl,A1N 4S8,2016-08-19,50000
org_city_postal,org=Score (Canada) Limited|Score (Canada) Limited|city=Paradise|Paradise|postal=A1L 3W2,2,34227,276-2016-2017-Q2-00136,Score (Canada) Limited|Score (Canada) Limited,Paradise|Paradise,A1L 3W2,2016-09-13,50000
org_city_postal,org=Rose Blanche Lighthouse Incorporated|Rose Blanche Lighthouse Incorporated|city=Rose Blanche|Rose Blanche|postal=A0M 1P0,2,34239,276-2016-2017-Q2-00147,Rose Blanche Lighthouse Incorporated|Rose Blanche Lighthouse Incorporated,Rose Blanche|Rose Blanche,A0M 1P0,2016-09-06,29550
org_city_postal,org=Société de ÉCONOMUSÉE de l'Atlantique Inc./Atlantic ECONOMUSEUM Corporation Inc.|Société de ÉCONOMUSÉE de l'Atlantique Inc./Atlantic ECONOMUSEUM Corporation Inc.|city=Mount Pearl|Mount Pearl|postal=AIN 3Y6,2,34299,276-2016-2017-Q2-00208,Société de ÉCONOMUSÉE de l'Atlantique Inc./Atlantic ECONOMUSEUM Corporation Inc.|Société de ÉCONOMUSÉE de l'Atlantique Inc./Atlantic ECONOMUSEUM Corporation Inc.,Mount Pearl|Mount Pearl,AIN 3Y6,2016-09-06,231300
org_city_postal,org=Commission du tourisme acadien du Canada atlantique|Commission du tourisme acadien du Canada atlantique|city=Moncton|Moncton|postal=E1C 1W1,2,34310,276-2016-2017-Q2-00219,Commission du tourisme acadien du Canada atlantique|Commission du tourisme acadien du Canada atlantique,Moncton|Moncton,E1C 1W1,2016-09-21,169799
org_city_postal,org=Yarmouth Arts Regional Council|Yarmouth Arts Regional Council|city=Yarmouth|Yarmouth|postal=B5A 3B4,2,34321,276-2016-2017-Q2-00232,Yarmouth Arts Regional Council|Yarmouth Arts Regional Council,Yarmouth|Yarmouth,B5A 3B4,2016-07-12,84506
org_city_postal,org=Freshify Inc.|Freshify Inc.|city=Wolfville|Wolfville|postal=B4P 1P8,2,34330,276-2016-2017-Q2-00241,Freshify Inc.|Freshify Inc.,Wolfville|Wolfville,B4P 1P8,2016-07-18,18300
org_city_postal,org=Iron Apple International Limited|Iron Apple International Limited|city=East Mountain|East Mountain|postal=B6L 2A3,2,34332,276-2016-2017-Q2-00243,Iron Apple International Limited|Iron Apple International Limited,East Mountain|East Mountain,B6L 2A3,2016-07-13,50000
org_city_postal,org=Lake District Recreation Association|Lake District Recreation Association|city=Lower Sackville|Lower Sackville|postal=B4C 2S8,2,34344,276-2016-2017-Q2-00255,Lake District Recreation Association|Lake District Recreation Association,Lower Sackville|Lower Sackville,B4C 2S8,2016-08-14,80000
org_city_postal,org=LaHave Forests Inc.|LaHave Forests Inc.|city=Mahone Bay|Mahone Bay|postal=B0J 2E0,2,34349,276-2016-2017-Q2-00261,LaHave Forests Inc.|LaHave Forests Inc.,Mahone Bay|Mahone Bay,B0J 2E0,2016-08-26,50000
org_city_postal,org=Port Bickerton & Area Planning Association|Port Bickerton & Area Planning Association|city=Bickerton West|Bickerton West|postal=B0J 1A0,2,34373,276-2016-2017-Q2-00286,Port Bickerton & Area Planning Association|Port Bickerton & Area Planning Association,Bickerton West|Bickerton West,B0J 1A0,2016-08-26,10600
org_city_postal,org=Army Navy Airforce Veterans In Canada Unit #349|Army Navy Airforce Veterans In Canada Unit #349|city=Dartmouth|Dartmouth|postal=B2X 1R6,2,34390,276-2016-2017-Q2-00303,Army Navy Airforce Veterans In Canada Unit #349|Army Navy Airforce Veterans In Canada Unit #349,Dartmouth|Dartmouth,B2X 1R6,2016-08-30,19000
org_city_postal,org=SweetSpot Labs (Canada) Inc.|SweetSpot Labs (Canada) Inc.|city=Halifax|Halifax|postal=B3J 1R9,2,34396,276-2016-2017-Q2-00309,SweetSpot Labs (Canada) Inc.|SweetSpot Labs (Canada) Inc.,Halifax|Halifax,B3J 1R9,2016-09-14,50000
org_city_postal,org=Royal Canadian Legion Branch 122 Clementsport|Royal Canadian Legion Branch 122 Clementsport|city=Clementsport|Clementsport|postal=B0S 1E0,2,34403,276-2016-2017-Q2-00316,Royal Canadian Legion Branch 122 Clementsport|Royal Canadian Legion Branch 122 Clementsport,Clementsport|Clementsport,B0S 1E0,2016-09-21,22055
org_city_postal,org=Cumberland Snowmobile Club|Cumberland Snowmobile Club|city=Amherst|Amherst|postal=B4H 3P5,2,34409,276-2016-2017-Q2-00322,Cumberland Snowmobile Club|Cumberland Snowmobile Club,Amherst|Amherst,B4H 3P5,2016-09-21,70000
org_city_postal,org=Thistle - St. Andrews Curling Club|Thistle - St. Andrews Curling Club|city=Saint John|Saint John|postal=E2K 2T4,2,34433,276-2016-2017-Q2-00345,Thistle - St. Andrews Curling Club|Thistle - St. Andrews Curling Club,Saint John|Saint John,E2K 2T4,2016-08-30,7704
org_city_postal,org=Timbre Cases Inc.|Timbre Cases Inc.|city=Hanwell|Hanwell|postal=E3C 0E8,2,34460,276-2016-2017-Q2-00372,Timbre Cases Inc.|Timbre Cases Inc.,Hanwell|Hanwell,E3C 0E8,2016-08-05,50000
org_city_postal,org=Y. R. U. Cooking Ltd.|Y. R. U. Cooking Ltd.|city=Moncton|Moncton|postal=E1C 1T8,2,34473,276-2016-2017-Q2-00387,Y. R. U. Cooking Ltd.|Y. R. U. Cooking Ltd.,Moncton|Moncton,E1C 1T8,2016-09-22,4667
org_city_postal,org=AV Group NB Inc. / Groupe AV NB Inc.|AV Group NB Inc. / Groupe AV NB Inc.|city=Atholville|Atholville|postal=E3N 4S7,2,34482,276-2016-2017-Q2-00396,AV Group NB Inc. / Groupe AV NB Inc.|AV Group NB Inc. / Groupe AV NB Inc.,Atholville|Atholville,E3N 4S7,2016-08-31,36375
org_city_postal,org=Collaboration for Atlantic Salmon Tomorrow Inc.|Collaboration for Atlantic Salmon Tomorrow Inc.|city=Saint John|Saint John|postal=E2L 4M3,2,34485,276-2016-2017-Q2-00399,Collaboration for Atlantic Salmon Tomorrow Inc.|Collaboration for Atlantic Salmon Tomorrow Inc.,Saint John|Saint John,E2L 4M3,2016-09-23,2457257
org_city_postal,org=Village of Sainte-Anne-de-Madawaska|Village of Sainte-Anne-de-Madawaska|city=Ste-Anne-de-Madawaska|Ste-Anne-de-Madawaska|postal=E7E1A8,2,34489,276-2016-2017-Q2-00403,Village of Sainte-Anne-de-Madawaska|Village of Sainte-Anne-de-Madawaska,Ste-Anne-de-Madawaska|Ste-Anne-de-Madawaska,E7E1A8,2016-08-03,88756.44
org_city_postal,org=YMCA of Greater Saint John Inc|YMCA of Greater Saint John Inc|city=Saint John|Saint John|postal=E2R 3E2,2,34491,276-2016-2017-Q2-00405,YMCA of Greater Saint John Inc|YMCA of Greater Saint John Inc,Saint John|Saint John,E2R 3E2,2016-08-23,240968
org_city_postal,org=624899 N.-B. Ltée|624899 N.-B. Ltée|city=Saint-Lambert-de-Lauzon|Saint-Lambert-de-Lauzon|postal=G0S 2W0,2,34496,276-2016-2017-Q2-00411,624899 N.-B. Ltée|624899 N.-B. Ltée,Saint-Lambert-de-Lauzon|Saint-Lambert-de-Lauzon,G0S 2W0,2016-08-12,398500
org_city_postal,org=BSM Services (1998) Ltd. - BSM Services (1998) Ltée|BSM Services (1998) Ltd. - BSM Services (1998) Ltée|city=Memramcook|Memramcook|postal=E4K 1Y8,2,34521,276-2016-2017-Q2-00437,BSM Services (1998) Ltd. - BSM Services (1998) Ltée|BSM Services (1998) Ltd. - BSM Services (1998) Ltée,Memramcook|Memramcook,E4K 1Y8,2016-08-31,50000
org_city_postal,org=Bath Lions Club|Bath Lions Club|city=Beechwood|Beechwood|postal=E7J 1A7,2,34528,276-2016-2017-Q2-00464,Bath Lions Club|Bath Lions Club,Beechwood|Beechwood,E7J 1A7,2016-09-16,72300
org_city_postal,org=Ironflow Technologies Inc.|Ironflow Technologies Inc.|city=Dieppe|Dieppe|postal=E1A 1P3,2,34540,276-2016-2017-Q2-00455,Ironflow Technologies Inc.|Ironflow Technologies Inc.,Dieppe|Dieppe,E1A 1P3,2016-09-20,50000
org_city_postal,org=Gestion Paul Levesque Ltée|Gestion Paul Levesque Ltée|city=DSL de Saint-André|DSL de Saint-André|postal=E3Y 2W6,2,34544,276-2016-2017-Q2-00459,Gestion Paul Levesque Ltée|Gestion Paul Levesque Ltée,DSL de Saint-André|DSL de Saint-André,E3Y 2W6,2016-09-15,500000
org_city_postal,org=A.B. Mechanical Limited|A.B. Mechanical Limited|city=Sydney|Sydney|postal=B1P 6K3,2,34557,276-2016-2017-Q2-00473,A.B. Mechanical Limited|A.B. Mechanical Limited,Sydney|Sydney,B1P 6K3,2016-07-14,60000
org_city_postal,org=Central Cape Breton Community Ventures Inc.|Central Cape Breton Community Ventures Inc.|city=Iona|Iona|postal=B2C 1A8,2,34563,276-2016-2017-Q2-00479,Central Cape Breton Community Ventures Inc.|Central Cape Breton Community Ventures Inc.,Iona|Iona,B2C 1A8,2016-07-07,33750
org_city_postal,org=Layers Technology Incorporated|Layers Technology Incorporated|city=Sydney|Sydney|postal=B1P 6A7,2,34566,276-2016-2017-Q2-00482,Layers Technology Incorporated|Layers Technology Incorporated,Sydney|Sydney,B1P 6A7,2016-07-25,97500
org_city_postal,org=Lake Ainslie Development Association|Lake Ainslie Development Association|city=Whycocomagh|Whycocomagh|postal=B0E 3M0,2,34574,276-2016-2017-Q2-00491,Lake Ainslie Development Association|Lake Ainslie Development Association,Whycocomagh|Whycocomagh,B0E 3M0,2016-09-01,209735
org_city_postal,org=Live Ship Limited|Live Ship Limited|city=North Sydney|North Sydney|postal=B2A 3M1,2,34590,276-2016-2017-Q2-00507,Live Ship Limited|Live Ship Limited,North Sydney|North Sydney,B2A 3M1,2016-08-19,500000
org_city_postal,org=Glace Bay Community Commons Society 2016 and Cape Breton Regional Municipality|Glace Bay Community Commons Society 2016 and Cape Breton Regional Municipality|city=Glace Bay|Glace Bay|postal=B1B 1N6,2,34599,276-2016-2017-Q2-00515,Glace Bay Community Commons Society 2016 and Cape Breton Regional Municipality|Glace Bay Community Commons Society 2016 and Cape Breton Regional Municipality,Glace Bay|Glace Bay,B1B 1N6,2016-09-16,100500
org_city_postal,org=Unama'ki Institute of Natural Resources Society|Unama'ki Institute of Natural Resources Society|city=Eskasoni|Eskasoni|postal=B1W 1C2,2,34608,276-2016-2017-Q2-00523,Unama'ki Institute of Natural Resources Society|Unama'ki Institute of Natural Resources Society,Eskasoni|Eskasoni,B1W 1C2,2016-09-27,59000
org_city_postal,org=Atlantic Canada Aerospace & Defence Association (ACADA)|Atlantic Canada Aerospace & Defence Association (ACADA)|city=Halifax|Halifax|postal=B3J 3N4,2,34629,276-2016-2017-Q3-00017,Atlantic Canada Aerospace & Defence Association (ACADA)|Atlantic Canada Aerospace & Defence Association (ACADA),Halifax|Halifax,B3J 3N4,2016-11-28,3161194
org_city_postal,org=Peter Lane Foods Inc.|Peter Lane Foods Inc.|city=St. John's|St. John's|postal=A1B 3X3,2,34638,276-2016-2017-Q3-00024,Peter Lane Foods Inc.|Peter Lane Foods Inc.,St. John's|St. John's,A1B 3X3,2016-10-08,280000
org_city_postal,org=Avalon Nordic Ski Club Inc.|Avalon Nordic Ski Club Inc.|city=St. John's|St. John's|postal=A1A 2E6,2,34664,276-2016-2017-Q3-00050,Avalon Nordic Ski Club Inc.|Avalon Nordic Ski Club Inc.,St. John's|St. John's,A1A 2E6,2016-11-08,100219
org_city_postal,org=Green Acres Management Services Inc.|Green Acres Management Services Inc.|city=Torbay|Torbay|postal=A1K 1G3,2,34673,276-2016-2017-Q3-00058,Green Acres Management Services Inc.|Green Acres Management Services Inc.,Torbay|Torbay,A1K 1G3,2016-10-14,140000
org_city_postal,org=Fortune Lions Club Inc.|Fortune Lions Club Inc.|city=Fortune|Fortune|postal=A0E 1P0,2,34688,276-2016-2017-Q3-00074,Fortune Lions Club Inc.|Fortune Lions Club Inc.,Fortune|Fortune,A0E 1P0,2016-11-21,11850
org_city_postal,org=Shears Holdings Ltd.|Shears Holdings Ltd.|city=Rocky Harbour|Rocky Harbour|postal=A0K 4N0,2,34701,276-2016-2017-Q3-00133,Shears Holdings Ltd.|Shears Holdings Ltd.,Rocky Harbour|Rocky Harbour,A0K 4N0,2016-12-05,200000
org_city_postal,org=Town of Flower's Cove|Town of Flower's Cove|city=Flower's Cove|Flower's Cove|postal=A0K 2N0,2,34733,276-2016-2017-Q3-00119,Town of Flower's Cove|Town of Flower's Cove,Flower's Cove|Flower's Cove,A0K 2N0,2016-11-18,17631
org_city_postal,org=McCarthy Council Association Inc.|McCarthy Council Association Inc.|city=Carbonear|Carbonear|postal=A1Y 1A7,2,34738,276-2016-2017-Q3-00124,McCarthy Council Association Inc.|McCarthy Council Association Inc.,Carbonear|Carbonear,A1Y 1A7,2016-12-05,14600
org_city_postal,org=James Lewis|James Lewis|city=St. John's|St. John's|postal=A1C 3L2,2,34745,276-2016-2017-Q3-00131,James Lewis|James Lewis,St. John's|St. John's,A1C 3L2,2016-12-05,7500
org_city_postal,org=Linkum Tours Ltd.|Linkum Tours Ltd.|city=Corner Brook|Corner Brook|postal=A2H 6G1,2,34756,276-2016-2017-Q3-00143,Linkum Tours Ltd.|Linkum Tours Ltd.,Corner Brook|Corner Brook,A2H 6G1,2016-12-30,50000
org_city_postal,org=Frontier Power Systems Inc.|Frontier Power Systems Inc.|city=Charlottetown|Charlottetown|postal=C1A 9J2,2,34759,276-2016-2017-Q3-00145,Frontier Power Systems Inc.|Frontier Power Systems Inc.,Charlottetown|Charlottetown,C1A 9J2,2016-11-16,1796186
org_city_postal,org=Island Malt House Inc.|Island Malt House Inc.|city=Hunter River|Hunter River|postal=C0A 1N0,2,34772,276-2016-2017-Q3-00159,Island Malt House Inc.|Island Malt House Inc.,Hunter River|Hunter River,C0A 1N0,2016-10-12,273750
org_city_postal,org=Heatherdale Honey Bees Ltd.|Heatherdale Honey Bees Ltd.|city=Montague|Montague|postal=C0A 1R0,2,34777,276-2016-2017-Q3-00164,Heatherdale Honey Bees Ltd.|Heatherdale Honey Bees Ltd.,Montague|Montague,C0A 1R0,2016-10-28,250000
org_city_postal,org=Community of Miscouche|Community of Miscouche|city=Miscouche|Miscouche|postal=C0B 1T0,2,34816,276-2016-2017-Q3-00204,Community of Miscouche|Community of Miscouche,Miscouche|Miscouche,C0B 1T0,2016-12-28,49537.35
org_city_postal,org=Heatherton Development Culture and Wellness Association|Heatherton Development Culture and Wellness Association|city=Heatherton|Heatherton|postal=B0H 1R0,2,34827,276-2016-2017-Q3-00215,Heatherton Development Culture and Wellness Association|Heatherton Development Culture and Wellness Association,Heatherton|Heatherton,B0H 1R0,2016-10-17,63235
org_city_postal,org=Dadavan Systems Incorporated|Dadavan Systems Incorporated|city=Waverley|Waverley|postal=B2R 1R7,2,34850,276-2016-2017-Q3-00238,Dadavan Systems Incorporated|Dadavan Systems Incorporated,Waverley|Waverley,B2R 1R7,2016-11-15,75000
org_city_postal,org=L'Association du musée de Wedgeport|L'Association du musée de Wedgeport|city=Lower Wedgeport|Lower Wedgeport|postal=B0W 2B0,2,34852,276-2016-2017-Q3-00240,L'Association du musée de Wedgeport|L'Association du musée de Wedgeport,Lower Wedgeport|Lower Wedgeport,B0W 2B0,2016-11-28,39183
org_city_postal,org=Hammond River Brewing Company Inc.|Hammond River Brewing Company Inc.|city=Quispamsis|Quispamsis|postal=E2G 2A3,2,34864,276-2016-2017-Q3-00288,Hammond River Brewing Company Inc.|Hammond River Brewing Company Inc.,Quispamsis|Quispamsis,E2G 2A3,2016-10-03,50000
org_city_postal,org=aioTV Inc.|aioTV Inc.|city=Halifax|Halifax|postal=B3J 3N6,2,34872,276-2016-2017-Q3-00259,aioTV Inc.|aioTV Inc.,Halifax|Halifax,B3J 3N6,2016-12-05,500000
org_city_postal,org=Northumberland Golf Club|Northumberland Golf Club|city=Pugwash|Pugwash|postal=B0K 1L0,2,34877,276-2016-2017-Q3-00264,Northumberland Golf Club|Northumberland Golf Club,Pugwash|Pugwash,B0K 1L0,2016-12-14,24250
org_city_postal,org=Porter's Lake Community Service Association|Porter's Lake Community Service Association|city=Porter's Lake|Porter's Lake|postal=B3E 1H7,2,34878,276-2016-2017-Q3-00265,Porter's Lake Community Service Association|Porter's Lake Community Service Association,Porter's Lake|Porter's Lake,B3E 1H7,2016-12-30,25250
org_city_postal,org=Eye Catch Signs Limited|Eye Catch Signs Limited|city=Halifax|Halifax|postal=B3K 3V4,2,34884,276-2016-2017-Q3-00271,Eye Catch Signs Limited|Eye Catch Signs Limited,Halifax|Halifax,B3K 3V4,2016-12-13,50000
org_city_postal,org=Nova Scotia Landowners & Forest Fibre Producers Association|Nova Scotia Landowners & Forest Fibre Producers Association|city=Port Hawkesbury|Port Hawkesbury|postal=B9A 3J5,2,34885,276-2016-2017-Q3-00272,Nova Scotia Landowners & Forest Fibre Producers Association|Nova Scotia Landowners & Forest Fibre Producers Association,Port Hawkesbury|Port Hawkesbury,B9A 3J5,2016-12-14,25272
org_city_postal,org=Caldera Distilling Inc.|Caldera Distilling Inc.|city=River John|River John|postal=B0K 1N0,2,34892,276-2016-2017-Q3-00278,Caldera Distilling Inc.|Caldera Distilling Inc.,River John|River John,B0K 1N0,2016-12-29,50000
org_city_postal,org=La Gioia Inc.|La Gioia Inc.|city=Halifax|Halifax|postal=B3M 3N7,2,34893,276-2016-2017-Q3-00279,La Gioia Inc.|La Gioia Inc.,Halifax|Halifax,B3M 3N7,2016-12-23,25000
org_city_postal,org=Taymouth Community Association Inc.|Taymouth Community Association Inc.|city=Taymouth|Taymouth|postal=E6C 2B4,2,34911,276-2016-2017-Q3-00298,Taymouth Community Association Inc.|Taymouth Community Association Inc.,Taymouth|Taymouth,E6C 2B4,2016-10-19,15730
org_city_postal,org=Bolster Canada Inc.|Bolster Canada Inc.|city=Perth-Andover|Perth-Andover|postal=E7H 1T3,2,34942,276-2016-2017-Q3-00330,Bolster Canada Inc.|Bolster Canada Inc.,Perth-Andover|Perth-Andover,E7H 1T3,2016-10-27,247500
org_city_postal,org=Huîtres Aquador Inc./Aquador Oysters Inc.|Huîtres Aquador Inc./Aquador Oysters Inc.|city=Aldouane|Aldouane|postal=E4W 5L9,2,34957,276-2016-2017-Q3-00344,Huîtres Aquador Inc./Aquador Oysters Inc.|Huîtres Aquador Inc./Aquador Oysters Inc.,Aldouane|Aldouane,E4W 5L9,2016-11-07,98563
org_city_postal,org=Polli-Nord Inc.|Polli-Nord Inc.|city=Chemin Caissie|Chemin Caissie|postal=E9G 2Y4,2,34974,276-2016-2017-Q3-00361,Polli-Nord Inc.|Polli-Nord Inc.,Chemin Caissie|Chemin Caissie,E9G 2Y4,2016-11-10,121880
org_city_postal,org=New Brunswick Trails Council Inc.|New Brunswick Trails Council Inc.|city=Fredericton|Fredericton|postal=E3C 2G6,2,34978,276-2016-2017-Q3-00365,New Brunswick Trails Council Inc.|New Brunswick Trails Council Inc.,Fredericton|Fredericton,E3C 2G6,2016-11-07,53200
org_city_postal,org=Maritime Motorsports Hall Of Fame Inc.|Maritime Motorsports Hall Of Fame Inc.|city=Petitcodiac|Petitcodiac|postal=E4Z 0B4,2,34996,276-2016-2017-Q3-00383,Maritime Motorsports Hall Of Fame Inc.|Maritime Motorsports Hall Of Fame Inc.,Petitcodiac|Petitcodiac,E4Z 0B4,2016-11-21,20200
org_city_postal,org=Village de St-Isidore Inc.|Village de St-Isidore Inc.|city=St-Isidore|St-Isidore|postal=E8M 1C2,2,35004,276-2016-2017-Q3-00391,Village de St-Isidore Inc.|Village de St-Isidore Inc.,St-Isidore|St-Isidore,E8M 1C2,2016-11-22,68344
org_city_postal,org=North Shore and District Volunteer Fire Department|North Shore and District Volunteer Fire Department|city=Baddeck|Baddeck|postal=B0E 1B0,2,35015,276-2016-2017-Q3-00402,North Shore and District Volunteer Fire Department|North Shore and District Volunteer Fire Department,Baddeck|Baddeck,B0E 1B0,2016-10-07,5904
org_city_postal,org=Seaview Golf and Country Club|Seaview Golf and Country Club|city=North Sydney|North Sydney|postal=B2A 3M3,2,35019,276-2016-2017-Q3-00406,Seaview Golf and Country Club|Seaview Golf and Country Club,North Sydney|North Sydney,B2A 3M3,2016-10-07,50500
org_city_postal,org=Aboriginal Tourism Association of Canada|Aboriginal Tourism Association of Canada|city=Vancouver|Vancouver|postal=V5R 5W2,2,35025,276-2016-2017-Q3-00412,Aboriginal Tourism Association of Canada|Aboriginal Tourism Association of Canada,Vancouver|Vancouver,V5R 5W2,2016-11-14,83250
org_city_postal,org=Tamarack Golf Club|Tamarack Golf Club|city=Labrador City|Labrador City|postal=A2V 2K5,2,35060,276-2016-2017-Q4-00023,Tamarack Golf Club|Tamarack Golf Club,Labrador City|Labrador City,A2V 2K5,2017-02-01,40000
org_city_postal,org=Pennecon Energy Grand Banks Warehousing Inc.|Pennecon Energy Grand Banks Warehousing Inc.|city=St. John's|St. John's|postal=A1C 5M5,2,35070,276-2016-2017-Q4-00032,Pennecon Energy Grand Banks Warehousing Inc.|Pennecon Energy Grand Banks Warehousing Inc.,St. John's|St. John's,A1C 5M5,2017-01-09,50000
org_city_postal,org=Town of Norman's Cove-Long Cove|Town of Norman's Cove-Long Cove|city=Norman's Cove|Norman's Cove|postal=A0B 2T0,2,35083,276-2016-2017-Q4-00047,Town of Norman's Cove-Long Cove|Town of Norman's Cove-Long Cove,Norman's Cove|Norman's Cove,A0B 2T0,2017-01-05,19786
org_city_postal,org=Little Lawn Memorial Trail of Heroes Inc.|Little Lawn Memorial Trail of Heroes Inc.|city=Lawn|Lawn|postal=A0E 2E0,2,35084,276-2016-2017-Q4-00048,Little Lawn Memorial Trail of Heroes Inc.|Little Lawn Memorial Trail of Heroes Inc.,Lawn|Lawn,A0E 2E0,2017-03-07,37625
org_city_postal,org=Northern Lights Seafood Inc.|Northern Lights Seafood Inc.|city=Main Brook|Main Brook|postal=A0K 3N0,2,35088,276-2016-2017-Q4-00052,Northern Lights Seafood Inc.|Northern Lights Seafood Inc.,Main Brook|Main Brook,A0K 3N0,2017-01-30,7500
org_city_postal,org=Pennecon Energy Hydraulic Systems Limited|Pennecon Energy Hydraulic Systems Limited|city=St. John's|St. John's|postal=A1C 5M5,2,35111,276-2016-2017-Q4-00074,Pennecon Energy Hydraulic Systems Limited|Pennecon Energy Hydraulic Systems Limited,St. John's|St. John's,A1C 5M5,2017-03-09,50000
org_city_postal,org=Codroy Seafoods Inc.|Codroy Seafoods Inc.|city=Codroy|Codroy|postal=A0N 1H0,2,35119,276-2016-2017-Q4-00083,Codroy Seafoods Inc.|Codroy Seafoods Inc.,Codroy|Codroy,A0N 1H0,2017-03-02,48750
org_city_postal,org=Port aux Basques Marine Excursions Inc.|Port aux Basques Marine Excursions Inc.|city=Port aux Basques|Port aux Basques|postal=A0M 1C0,2,35143,276-2016-2017-Q4-00106,Port aux Basques Marine Excursions Inc.|Port aux Basques Marine Excursions Inc.,Port aux Basques|Port aux Basques,A0M 1C0,2017-03-21,50000
org_city_postal,org=Maritime Select Lobster Inc.|Maritime Select Lobster Inc.|city=Alberton|Alberton|postal=C0B 1B0,2,35160,276-2016-2017-Q4-00123,Maritime Select Lobster Inc.|Maritime Select Lobster Inc.,Alberton|Alberton,C0B 1B0,2017-01-17,500000
org_city_postal,org=Saint Andrew's Masonic Lodge Inc.|Saint Andrew's Masonic Lodge Inc.|city=Montague|Montague|postal=C0A 1R0,2,35170,276-2016-2017-Q4-00132,Saint Andrew's Masonic Lodge Inc.|Saint Andrew's Masonic Lodge Inc.,Montague|Montague,C0A 1R0,2017-02-08,90825
org_city_postal,org=J&S Visser Produce Inc.|J&S Visser Produce Inc.|city=Vernon Bridge|Vernon Bridge|postal=C0A 2E0,2,35180,276-2016-2017-Q4-00143,J&S Visser Produce Inc.|J&S Visser Produce Inc.,Vernon Bridge|Vernon Bridge,C0A 2E0,2017-02-24,250000
